Reaction_No,Reactant_1,Reactant_2,Ligand,Base,Solvent,Yield
3787,"1d, 6-I-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S1, MeOH",0.634211
3788,"1d, 6-I-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S1, MeOH",0.698227
3789,"1d, 6-I-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S1, MeOH",0.542187
3790,"1d, 6-I-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S1, MeOH",0.645489
3791,"1d, 6-I-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S1, MeOH",0.767322
3792,"1d, 6-I-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S1, MeOH",0.623764
3793,"1d, 6-I-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S1, MeOH",0.658415
3794,"1d, 6-I-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S1, MeOH",0.530919
3795,"1d, 6-I-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.814821
3796,"1d, 6-I-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.701449
3797,"1d, 6-I-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S1, MeOH",0.699503
3798,"1d, 6-I-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S1, MeOH",0.806547
3799,"1d, 6-I-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S1, MeOH",0.822284
3800,"1d, 6-I-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S1, MeOH",0.66397
3801,"1d, 6-I-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S1, MeOH",0.575059
3802,"1d, 6-I-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S1, MeOH",0.610297
3803,"1d, 6-I-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S1, MeOH",0.759983
3804,"1d, 6-I-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S1, MeOH",0.519098
3805,"1d, 6-I-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S1, MeOH",0.555201
3806,"1d, 6-I-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S1, MeOH",0.466139
3807,"1d, 6-I-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S1, MeOH",0.80094
3808,"1d, 6-I-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S1, MeOH",0.747421
3809,"1d, 6-I-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S1, MeOH",0.739091
3810,"1d, 6-I-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S1, MeOH",0.793981
3811,"1d, 6-I-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S1, MeOH",0.812458
3812,"1d, 6-I-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S1, MeOH",0.587483
3813,"1d, 6-I-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S1, MeOH",0.509265
3814,"1d, 6-I-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S1, MeOH",0.443454
3815,"1d, 6-I-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S1, MeOH",0.68051
3816,"1d, 6-I-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S1, MeOH",0.348501
3817,"1d, 6-I-Q","2c, Trifluoroborate","L12, None","B4, CsF","S1, MeOH",0.620459
3818,"1d, 6-I-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S1, MeOH",0.538193
3819,"1d, 6-I-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S1, MeOH",0.829046
3820,"1d, 6-I-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S1, MeOH",0.789241
3821,"1d, 6-I-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S1, MeOH",0.661338
3822,"1d, 6-I-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S1, MeOH",0.847734
3823,"1d, 6-I-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S1, MeOH",0.749556
3824,"1d, 6-I-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S1, MeOH",0.594662
3825,"1d, 6-I-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S1, MeOH",0.606513
3826,"1d, 6-I-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S1, MeOH",0.508693
3827,"1d, 6-I-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S1, MeOH",0.686231
3828,"1d, 6-I-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S1, MeOH",0.392162
3829,"1d, 6-I-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S1, MeOH",0.590366
3830,"1d, 6-I-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S1, MeOH",0.497427
3831,"1d, 6-I-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.789021
3832,"1d, 6-I-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.707674
3833,"1d, 6-I-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S1, MeOH",0.785853
3834,"1d, 6-I-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S1, MeOH",0.718186
3835,"1d, 6-I-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S1, MeOH",0.769818
3836,"1d, 6-I-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S1, MeOH",0.685058
3837,"1d, 6-I-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S1, MeOH",0.664301
3838,"1d, 6-I-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S1, MeOH",0.670199
3839,"1d, 6-I-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S1, MeOH",0.71121
3840,"1d, 6-I-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S1, MeOH",0.408769
3841,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B1, None","S3, MeCN",0.165303
3842,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S3, MeCN",0.124107
3843,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S3, MeCN",0.230208
3844,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S3, MeCN",0.207027
3845,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S3, MeCN",0.129376
3846,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S3, MeCN",0.152324
3847,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S3, MeCN",0.147878
3848,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S3, MeCN",0.130113
3849,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S3, MeCN",0.222685
3850,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S3, MeCN",0.138767
3851,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B1, None","S3, MeCN",0.173273
3852,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S3, MeCN",0.133238
3853,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S3, MeCN",0.186963
3854,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S3, MeCN",0.158139
3855,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S3, MeCN",0.181783
3856,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S3, MeCN",0.174454
3857,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S3, MeCN",0.178628
3858,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S3, MeCN",0.172901
3859,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S3, MeCN",0.189612
3860,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S3, MeCN",0.177898
3861,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S3, MeCN",0.178124
3862,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S3, MeCN",0.21256
3863,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S3, MeCN",0.209957
3864,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S3, MeCN",0.191183
3865,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B6, KOH","S3, MeCN",0.129252
3866,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S3, MeCN",0.121713
3867,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S3, MeCN",0.17748
3868,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S3, MeCN",0.131628
3869,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S3, MeCN",0.109904
3870,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S3, MeCN",0.124103
3871,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S3, MeCN",0.14154
3872,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S3, MeCN",0.129048
3873,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S3, MeCN",0.199089
3874,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S3, MeCN",0.120065
3875,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S3, MeCN",0.209033
3876,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S3, MeCN",0.12348
3877,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S3, MeCN",0.130653
3878,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S3, MeCN",0.141421
3879,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.220914
3880,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.115398
3881,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B3, LiOtBu","S3, MeCN",0.101005
3882,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B3, LiOtBu","S3, MeCN",0.108741
3883,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S3, MeCN",0.118811
3884,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S3, MeCN",0.139274
3885,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S3, MeCN",0.167798
3886,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S3, MeCN",0.128928
3887,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S3, MeCN",0.227097
3888,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S3, MeCN",0.129703
3889,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S3, MeCN",0.12408
3890,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S3, MeCN",0.101791
3891,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.144776
3892,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S3, MeCN",0.231223
3893,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S3, MeCN",0.308774
3894,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S3, MeCN",0.150514
3895,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S3, MeCN",0.157845
3896,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S3, MeCN",0.137882
3897,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S3, MeCN",0.134639
3898,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S3, MeCN",0.127203
3899,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S3, MeCN",0.207261
3900,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S3, MeCN",0.125097
3901,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S3, MeCN",0.129963
3902,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S3, MeCN",0.119746
3903,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S3, MeCN",0.154287
3904,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S3, MeCN",0.144667
3905,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S3, MeCN",0.133392
3906,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S3, MeCN",0.130404
3907,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S3, MeCN",0.142909
3908,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S3, MeCN",0.124794
3909,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S3, MeCN",0.160438
3910,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S3, MeCN",0.124676
3911,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S3, MeCN",0.210364
3912,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S3, MeCN",0.127058
3913,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B4, CsF","S3, MeCN",0.139559
3914,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S3, MeCN",0.15092
3915,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S3, MeCN",0.16425
3916,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S3, MeCN",0.128917
3917,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S3, MeCN",0.11289
3918,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S3, MeCN",0.138231
3919,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S3, MeCN",0.148777
3920,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S3, MeCN",0.12201
3921,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S3, MeCN",0.140889
3922,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S3, MeCN",0.130441
3923,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S3, MeCN",0.212684
3924,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S3, MeCN",0.12832
3925,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S3, MeCN",0.169249
3926,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S3, MeCN",0.128603
3927,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.177683
3928,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S3, MeCN",0.178764
3929,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S3, MeCN",0.129876
3930,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S3, MeCN",0.135261
3931,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S3, MeCN",0.138275
3932,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S3, MeCN",0.126761
3933,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S3, MeCN",0.159017
3934,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S3, MeCN",0.128343
3935,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S3, MeCN",0.214523
3936,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S3, MeCN",0.125457
3937,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B1, None","S2, THF",0.157667
3938,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S2, THF",0.206909
3939,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S2, THF",0.531123
3940,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S2, THF",0.46464
3941,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S2, THF",0.183771
3942,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S2, THF",0.201382
3943,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S2, THF",0.586909
3944,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S2, THF",0.139953
3945,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S2, THF",0.30893
3946,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S2, THF",0.16743
3947,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B1, None","S2, THF",0.246347
3948,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S2, THF",0.156409
3949,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S2, THF",0.235192
3950,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S2, THF",0.177035
3951,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S2, THF",0.321026
3952,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S2, THF",0.178706
3953,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S2, THF",0.187165
3954,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S2, THF",0.1632
3955,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S2, THF",0.177669
3956,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S2, THF",0.16491
3957,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S2, THF",0.233365
3958,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S2, THF",0.160683
3959,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S2, THF",0.204948
3960,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S2, THF",0.179807
3961,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B6, KOH","S2, THF",0.148217
3962,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S2, THF",0.285298
3963,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S2, THF",0.378639
3964,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S2, THF",0.246936
3965,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S2, THF",0.160246
3966,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S2, THF",0.175265
3967,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S2, THF",0.190169
3968,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S2, THF",0.15365
3969,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S2, THF",0.25462
3970,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S2, THF",0.165178
3971,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S2, THF",0.212526
3972,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S2, THF",0.157579
3973,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S2, THF",0.172404
3974,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S2, THF",0.183974
3975,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S2, THF",0.32604
3976,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S2, THF",0.210123
3977,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B3, LiOtBu","S2, THF",0.14752
3978,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B3, LiOtBu","S2, THF",0.222468
3979,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S2, THF",0.213898
3980,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S2, THF",0.15408
3981,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S2, THF",0.258565
3982,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S2, THF",0.201449
3983,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S2, THF",0.277164
3984,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S2, THF",0.175951
3985,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S2, THF",0.202545
3986,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S2, THF",0.196396
3987,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S2, THF",0.372267
3988,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S2, THF",0.208182
3989,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S2, THF",0.188267
3990,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S2, THF",0.183493
3991,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S2, THF",0.334838
3992,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S2, THF",0.161562
3993,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S2, THF",0.278909
3994,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S2, THF",0.174102
3995,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S2, THF",0.241696
3996,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S2, THF",0.20089
3997,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S2, THF",0.190835
3998,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S2, THF",0.229271
3999,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S2, THF",0.576827
4000,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S2, THF",0.406525
4001,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S2, THF",0.203814
4002,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S2, THF",0.177731
4003,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S2, THF",0.578852
4004,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S2, THF",0.170364
4005,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S2, THF",0.337383
4006,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S2, THF",0.159999
4007,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S2, THF",0.284109
4008,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S2, THF",0.183607
4009,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B4, CsF","S2, THF",0.217315
4010,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S2, THF",0.252037
4011,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S2, THF",0.475451
4012,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S2, THF",0.521343
4013,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S2, THF",0.248095
4014,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S2, THF",0.208971
4015,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S2, THF",0.572065
4016,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S2, THF",0.171991
4017,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S2, THF",0.397215
4018,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S2, THF",0.189075
4019,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S2, THF",0.266707
4020,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S2, THF",0.188099
4021,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S2, THF",0.207308
4022,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S2, THF",0.280661
4023,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S2, THF",0.674856
4024,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S2, THF",0.500508
4025,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S2, THF",0.207664
4026,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S2, THF",0.208774
